label,tweet,label_category
0,@ehasselbeck @bi_politics teaching that pretend son to b a pussy! his son would have lace on his jock strap!,Hate Speech
0,@el_prietito @lovexlilyy them jigaboos aka homewreckers needs to get blocked!,Hate Speech
2,"@elchavaloko @buckm00se yeah sorry monkey team just keeps kicking ppl, waiting for muh pizza",Neutral
2,@elchavaloko toma eso negros @panama,Neutral
2,@elchavaloko pinche panamonos negros me dan asco,Neutral
1,@elchavaloko what's the difference between the three of the nig nog's?,Offensive Language
0,@elchavaloko who cares tbh ones a shitty dirty argentino & the other is a feather fisted nigger,Hate Speech
1,"@elementjetson thank you mint - happy mothafuggin birthday too, hoe!! 💛✊",Offensive Language
2,@elise_palmer im assuming mickey bubbles,Neutral
2,@elise_palmer sounds like gypos to me - they used to do this all the time where i lived,Neutral
2,@elise_palmer youre cheating on mickey bubbles! :o,Neutral
1,@ellese97 your rhyming is ghetto,Offensive Language
2,@elliottgianaris gook,Neutral
2,@emilysteers wasp eggs,Neutral
1,@emmyhighr0ller @cyberobama you sound like a real cunt,Offensive Language
2,@emmysetter14 dayum saterlyt shoz un bayg ho-ul,Neutral
1,@englandlauren @iain4harrison @oliviaboncic sprite* hoe,Offensive Language
2,@ennuitimes clever monkey!,Neutral
1,@ennuitimes mostly move ya dumb bitch! haha,Offensive Language
2,@eonline @kimkardashian @kanyewest mr. and mrs trash,Neutral
1,@eonline she looks like a real dyke now,Offensive Language
1,@equallydestruct bitch firstly it's resting on my titties and secondly if u was paying attention youd have seen when i said i rolled into it,Offensive Language
1,@equallydestruct lmao don't fight me you don't know my ghetto ass school dude i highly doubt that since i don't give a fuck about it,Offensive Language
1,@ericxmorrison you can't get rid of me that easily bitch,Offensive Language
2,@erinscafe bu i do. i do hate the playa. and the yankees. if i hate the yankees for their payroll i have to hate the dodgers.,Neutral
1,@erinscafe if i have to watch baseball i actually go for the mets because jon stewart. and fuck the yankees.,Offensive Language
0,"@erinscafe we hate the yankees though, right? i feel like i'm really good at hating them.",Hate Speech
2,@erinscafe we hate them more than the cowboys and yankees.,Neutral
2,"@eruditetina @orgleader hey @revjjackson why dont u get ""involved in black on black situations""? 'cause hate whitey? b honest now #mikebrown",Neutral
1,@erykadamitio_ @riri_candee why nobody never invite me to no lesbian party. ): bitches.,Offensive Language
1,@es_jump i know imma broke ass bitch,Offensive Language
1,"@esn_josh @esn_waves @esn_creeper @gt_parthenon bitch please, are you trying to say i was closer to philly than you",Offensive Language
1,@espinosa_32 pussy pussy pussy,Offensive Language
1,@espinosa_32 you're a bitch,Offensive Language
1,@espn stop blowing the spurs pussies #halftimespeech,Offensive Language
1,@etellurian @vcortesusmc too many little whiney bitches in america. someone to cry about anything! ie: kids must wear bicycle helmets!,Offensive Language
1,@evanaleks living with my bitches #live #thuglife httpurl,Offensive Language
1,@ew_karina @lanemichelle_ pussies,Offensive Language
1,@eze12373 i'll come rape your wife bitch boy,Offensive Language
1,@fabbymichelle bitch no ✋😂,Offensive Language
1,@fabbymichelle cause i didn't wanna see your bitch ass,Offensive Language
1,@fabbymichelle your one of my bitches you make money for me !,Offensive Language
2,@fairflattaxnow @morning_joe @joenbc hey #teabagger the law made it a felony to keep and collect the records. get your facts straight,Neutral
2,@fairflattaxnow discredited by whom? per the government the study is good and factual. pay your bills moocher teabaggers and republicans,Neutral
1,"@fallenloki @notoriousbm95 @buckm00se lmfaooo how many ""returns"" has this faggot gotten?",Offensive Language
2,@fangsbites @the506 huge yankee fan....enjoy httpurl,Neutral
2,@fawfulfan @bigkahuna919191 @alfranken birds of a feather. go away,Neutral
1,@feliciawolfee thanks hoe😊,Offensive Language
1,@felicity182 a pussy in ur mouth is a really good stress reliever doctors recommend,Offensive Language
1,@felicity182 i think u need a massage or a pussy in your mouth to make u feel less stressed out don't u think?,Offensive Language
1,@felipefrost23 you can be whatever you want since you aren't a lying ass bitch ass childish ass mother fucker,Offensive Language
0,@femalejokerhoee yeah he sucks just like the other fags who are... oh nevermind there are no fags in the #nfl,Hate Speech
2,@fennecuskitsune you've got no sole,Neutral
0,"@feverspell @nyrkelsmads i'll do it! @1dgroupiegossip in the uk, ""fag"" means cigarette and a ""faggot"" is a bundle of sticks, you homo.",Hate Speech
1,"@finnj97 @estellerbabe_96 just admit you started the shit by calling her out, and that you're being a bitch, and we'll all move on 💁",Offensive Language
1,@finnj97 bitches,Offensive Language
1,"@firemunky google's a bitch: ""your search - ann b. davis sexy- did not match any image results.""",Offensive Language
1,"@firemunky i said i'm a vagina, but not a fag. who hasn't seen that movie?",Offensive Language
1,"@firemunky when did we become a nation of giant dripping whiny pussies, anyway?! make this dude president! of iraq, even. he's the man!",Offensive Language
1,@fitsnews nevermind. still a little bitch. httpurl,Offensive Language
1,@floridalex51 might need you to pummel a bitch 👊👇,Offensive Language
1,@flyyimpact yo follow me back nigguh,Offensive Language
2,@foreverschmoked vertical nip bars..i already have horizontal ones so i think it'll look hella cute,Neutral
2,"@forgivemehera also, i put 'i touch myself' on a ned/chuck mix.",Neutral
1,@frances_simply pussy,Offensive Language
1,@frances_simply you still ugly then a hoe and you still look like muffie off arthur 😏😏😎😎,Offensive Language
2,@frankthetank215 @jim_mccloskey fran is a hillbilly virginia mountain man who has pre-1800s white anglo-saxon beliefs #frankensteinmd #kikme,Neutral
1,@frankxlz @italian_montana fuck off frank you pussy,Offensive Language
2,@fredabrahams @brown_moses i saw the actual tweet while scanning jihadi accounts. they put a screen shot of it with: all aid workers r spies,Neutral
1,"@freddurst shut up faggot, no one cares",Offensive Language
1,"@freeyungnwild ""bitches talk shit, you got the right to swerve"" god damnit you are da shittt",Offensive Language
1,@freeyungnwild where's ours at nigguh !,Offensive Language
1,@freshalina i call those my ghetto nunchucks...the reason i went 2 jail as well :(,Offensive Language
1,@freshestcrook @_mamatosha lmao he lyin sis! his bitch told me if any light bulb in the whole wide world light up today i ca fuck,Offensive Language
0,@fucktyler fuck you spear chucker,Hate Speech
1,@fucktyler lmao bitch is dumb slap her up,Offensive Language
0,@fucktyler me too tyler it just makes me think that they're lil nigger baby hoodrats.,Hate Speech
1,@fyps__ my fuckin name hoe,Offensive Language
1,@gcan28 @jeremywgr and then everyone bitches anyways. the guy can't win with the fans we have. we would run revis out of here in his prime,Offensive Language
1,@gabbella03 rt something else from another bitch in panties about love i swear,Offensive Language
2,@gabby_moscato @huntermoore they would make a great baby bird pic bruh!,Neutral
1,@gabebaxter text me fag,Offensive Language
1,@gallinofmilk fight me hoe,Offensive Language
1,@garcialaura_ haha ya hit that hoe right there,Offensive Language
1,"@garcialaura_ lol my bad, i forgot that hoe made ya sad",Offensive Language
1,@garcialaura_ rt! you'll see watch he finna hit that hoe and put some,Offensive Language
1,@garrett_winker bitch i wasn't following u in the first place get the fuck off my tl.,Offensive Language
1,@garrett_winker bitch have you ever seen me fight why you even talking shit?,Offensive Language
1,@garrett_winker bitch shut yo little ass up fucking no color emo faget ads nigga u call me dumb but u don't know shit,Offensive Language
1,"@garrett_winker bitch. what i like pussy go away u doing to much talking too much, i talk with my fist and u can get and yo dad little fuc",Offensive Language
1,@garrett_winker or one of them bitches just be talking shit but not bout shit,Offensive Language
1,"@garrett_winker shit what's up with then hoes i'll do both hoe, am pretty sure u not on my level",Offensive Language
0,@garrett_winker wow u hoe is the term for women,Hate Speech
0,"@gayle_ryan i don't hate the japs. but, i aint forgetting gettin japped either.",Hate Speech
1,@geezuss562 ur fucken lame bitch 😘,Offensive Language
1,@gellebeaux_ thats thot pussy? 😂,Offensive Language
0,"@gellebeaux_ whatever hoe bitch #1 them ""fags"" beat yall sad asses too",Hate Speech
0,@genuinemitzi @nonvictional fags.!,Hate Speech
2,@geokthree i literally just told @black_sins to his face how trash he is at the shop in hooping,Neutral
0,@georgiathenewsa @rosaalbae your tits may be better looking but her face makes you like a asian or latina tranny #facts,Hate Speech
0,@georgiathenewsa you look like a welfare bitch compared to latinas i date and fuck. you need fashion and makeup tips tbh,Hate Speech
2,"@gerfingerpoken2 his job as us prez, to protect us is throw in trash..ebola er at our cost daniel, both money & lives! dog",Neutral
1,@gezus__ @buckm00se lol this faggot hid from the moon boss we i was helping him,Offensive Language
1,@gezus__ @maniac3x @buckm00se but never to moose lol log off faggot your finished,Offensive Language
0,@gezus__ @maniac3x @bam00se @woody_afc mean bro fucking faggot,Hate Speech
1,"@gezus__ you bitch. come on you bitch. you scared coward, you not man enough to fuck with me. you can't last two minutes in my world bitch.",Offensive Language
0,@gezus__ die in a car accident then faggot,Hate Speech
1,@gezus__ you gunna let that bitch do you like that?,Offensive Language
1,"@ghostattics translation: ""i like how i dont really have to think about it"" or ""i dont think queers deserve a happy ending""",Offensive Language
1,@giannarromano fuckin moulinyan 🍆,Offensive Language
1,@giantsniners85 he's the definition of little squirrelly bitch,Offensive Language
2,@gifs httpurl (via @teapot),Neutral
1,@gillbowski7 @masiblatnoy @drobaby_ fuckkn hate when he fights. being a big pussy all the time.,Offensive Language
1,@gillis_seth @_b_r_y_c_e_ where you at bitch,Offensive Language
1,"@ginamariez im an ole bitch in memphis,tn. and i think u rock also",Offensive Language
1,@glaad why do you guys cry and whine whenever someone says faggot? it's ridiculous.,Offensive Language
2,@gln @capotej do you think the guinea pig was okay? :(,Neutral
1,@gmalko1 @jakeywakeyz a hour you're home and chillin and i'm working pussy 😘,Offensive Language
1,@gmalko1 lmaooo fag,Offensive Language
0,@godrocamora416 faggot,Hate Speech
1,@goldielocks512 bitch pussy,Offensive Language
2,@goldietaylor @thegrio puppets like don will intentionally and forever cripple our people's ability to unify a eco and political consensus,Neutral
2,@goldiethegamma @cloprestiwfan i'm referring to the second down put vick in slot play #trash,Neutral
1,@goldnsilvercoin @theoregonianboo @repbonamici god forbid! she actually voted to give people affordable insurance rates. that bitch #teabag,Offensive Language
2,@goldnsilvercoin the worst terrorists are republican teabaggers...,Neutral
2,@goldnsilvercoin this guys company had best year ever...under obama....conservative teabaggers are scum,Neutral
0,@gonzalez_sassy ur not sassy white trash change ur username,Hate Speech
1,@goodgraces_ k bitch httpurl,Offensive Language
1,@goodgraces_ ok faggot httpurl,Offensive Language
1,@grandeftlou and bullying? i didn't know u could bully over the internet?? and the bitch came at me so idk why u in my mentions bruh,Offensive Language
2,@greekkid31 @tarasetmayer @thewilldunne yes true reagan was the first..ike wouldnt. while president and he was supreme allied commander.,Neutral
2,"@gregorious13 i don't understand it, there's trash cans/dumpsters everywhere and if there's not, just wait till you go somewhere with one.",Neutral
1,@gregorykohler yo girl whats yr potential? i wanna retard it,Offensive Language
1,@greyyygoose @jawshoeeahhh no bitch lol,Offensive Language
2,"@grinand btw, happy birthday, charlie! get better soon!",Neutral
2,"@grinand httpurl stay safe out there, charlie.",Neutral
1,@grrizziy @yungxsmba the only place for a ho in the garden,Offensive Language
1,@grrizziy pudding it right in her pussy,Offensive Language
1,@grrizziy right in the fucking pussy,Offensive Language
2,@gundeathjournal @ackdoc @nra lax gun laws? ur retarded. there's murder there bcuz no one can defend themselves. only crooks have guns there,Neutral
1,"@gusandrews hey! i'm still on lambdamoo. (and it really is empty, nobody to talk to except that asshole bird...)",Offensive Language
